frame,t_ms,frame_ms,process_ms,physics_ms,live_swarm
638,4402.64,6.896,5.438,0.467,9954
639,4409.66,6.896,5.438,0.467,9951
640,4416.61,6.896,5.438,0.467,9921
641,4423.41,6.896,5.438,0.467,9892
642,4430.61,6.896,5.438,0.467,9887
643,4437.24,6.896,5.438,0.467,9891
644,4444.16,6.896,5.438,0.467,9911
645,4451.28,6.896,5.438,0.467,9939
646,4458.20,6.896,5.438,0.467,9966
647,4465.06,6.896,5.438,0.467,9958
648,4471.67,6.896,5.438,0.467,9950
649,4478.84,6.896,5.438,0.467,9928
650,4485.48,6.896,5.438,0.467,9922
651,4493.03,6.896,5.438,0.467,9925
652,4499.50,6.896,5.438,0.467,9953
653,4506.35,6.896,5.438,0.467,9980
654,4513.35,6.896,5.438,0.467,9992
655,4520.20,6.896,5.438,0.467,9961
656,4526.82,6.896,5.438,0.467,9940
657,4534.26,6.896,5.438,0.467,9913
658,4540.72,6.896,5.438,0.467,9932
659,4547.75,6.896,5.438,0.467,9935
660,4554.46,6.896,5.438,0.467,9963
661,4561.40,6.896,5.438,0.467,9990
662,4568.57,6.896,5.438,0.467,9991
663,4575.16,6.896,5.438,0.467,9941
664,4582.41,6.896,5.438,0.467,9909
665,4588.88,6.896,5.438,0.467,9899
666,4597.16,6.896,5.438,0.467,9906
667,4602.69,6.896,5.438,0.467,9920
668,4609.70,6.896,5.438,0.467,9947
669,4616.67,6.896,5.438,0.467,9975
670,4623.52,6.896,5.438,0.467,9974
671,4630.73,6.896,5.438,0.467,9953
672,4637.32,6.896,5.438,0.467,9939
673,4644.35,6.896,5.438,0.467,9929
674,4651.31,6.896,5.438,0.467,9941
675,4658.06,6.896,5.438,0.467,9957
676,4665.31,6.896,5.438,0.467,9985
677,4671.89,6.896,5.438,0.467,10000
678,4678.92,6.896,5.438,0.467,9982
679,4685.55,6.896,5.438,0.467,9945
680,4692.59,6.896,5.438,0.467,9931
681,4700.12,6.896,5.438,0.467,9933
682,4706.35,6.896,5.438,0.467,9947
683,4713.58,6.896,5.438,0.467,9971
684,4720.10,6.896,5.438,0.467,9999
685,4726.92,6.896,5.438,0.467,10000
686,4734.04,6.896,5.438,0.467,9958
687,4740.83,6.896,5.438,0.467,9935
688,4748.17,6.896,5.438,0.467,9915
689,4754.68,6.896,5.438,0.467,9910
690,4761.67,6.896,5.893,0.433,9928
691,4768.68,6.896,5.893,0.433,9955
692,4775.31,6.896,5.893,0.433,9983
693,4782.32,6.896,5.893,0.433,10000
694,4789.06,6.896,5.893,0.433,9948
695,4796.34,6.896,5.893,0.433,9925
696,4803.54,6.896,5.893,0.433,9913
697,4809.88,6.896,5.893,0.433,9925
698,4817.05,6.896,5.893,0.433,9942
699,4823.67,6.896,5.893,0.433,9970
700,4830.85,6.896,5.893,0.433,9997
701,4837.26,6.896,5.893,0.433,9991
702,4844.33,6.896,5.893,0.433,9958
703,4851.52,6.896,5.893,0.433,9936
704,4858.13,6.896,5.893,0.433,9921
705,4865.25,6.896,5.893,0.433,9930
706,4871.96,6.896,5.893,0.433,9948
707,4879.13,6.896,5.893,0.433,9975
708,4885.66,6.896,5.893,0.433,10000
709,4892.46,6.896,5.893,0.433,9984
710,4899.62,6.896,5.893,0.433,9954
711,4906.81,6.896,5.893,0.433,9934
712,4913.60,6.896,5.893,0.433,9930
713,4920.30,6.896,5.893,0.433,9945
714,4927.12,6.896,5.893,0.433,9967
715,4934.37,6.896,5.893,0.433,9994
716,4941.06,6.896,5.893,0.433,10000
717,4948.26,6.896,5.893,0.433,9973
718,4954.94,6.896,5.893,0.433,9964
719,4962.29,6.896,5.893,0.433,9940
720,4968.79,6.896,5.893,0.433,9940
721,4975.39,6.896,5.893,0.433,9956
722,4982.59,6.896,5.893,0.433,9981
723,4989.18,6.896,5.893,0.433,10000
724,4996.51,6.896,5.893,0.433,10000
725,5002.96,6.896,5.893,0.433,9961
726,5010.25,6.896,5.893,0.433,9952
727,5016.88,6.896,5.893,0.433,9937
728,5023.68,6.896,5.893,0.433,9947
729,5030.81,6.896,5.893,0.433,9967
730,5037.49,6.896,5.893,0.433,9993
731,5044.29,6.896,5.893,0.433,10000
732,5051.39,6.896,5.893,0.433,10000
733,5058.25,6.896,5.893,0.433,9960
734,5065.50,6.896,5.893,0.433,9949
735,5072.00,6.896,5.893,0.433,9938
736,5079.34,6.896,5.893,0.433,9952
737,5085.67,6.896,5.893,0.433,9971
738,5092.61,6.896,5.893,0.433,9999
739,5099.90,6.896,5.893,0.433,10000
740,5106.40,6.896,5.893,0.433,9988
741,5113.95,6.896,5.893,0.433,9962
742,5120.25,6.896,5.893,0.433,9961
743,5127.13,6.896,5.893,0.433,9951
744,5134.36,6.896,5.893,0.433,9961
745,5141.02,6.896,5.893,0.433,9981
746,5148.04,6.896,5.893,0.433,10000
747,5154.65,6.896,5.893,0.433,10000
748,5161.65,6.896,5.893,0.433,9984
749,5168.88,6.896,5.893,0.433,9954
750,5175.55,6.896,5.893,0.433,9939
751,5182.49,6.896,5.893,0.433,9940
752,5189.24,6.896,5.893,0.433,9959
753,5196.35,6.896,5.893,0.433,9980
754,5203.12,6.896,5.893,0.433,10000
755,5210.20,6.896,5.893,0.433,10000
756,5217.36,6.896,5.893,0.433,9977
757,5223.70,6.896,5.893,0.433,9956
758,5231.14,6.896,5.893,0.433,9939
759,5237.58,6.896,5.893,0.433,9943
760,5244.53,6.896,5.893,0.433,9963
761,5252.85,6.896,5.893,0.433,9987
762,5258.26,6.896,5.893,0.433,10000
763,5265.26,6.896,5.893,0.433,10000
764,5272.19,6.896,5.893,0.433,9981
765,5279.24,6.896,5.893,0.433,9950
766,5285.95,6.896,5.893,0.433,9936
767,5292.77,6.896,5.893,0.433,9942
768,5300.09,6.896,5.893,0.433,9953
769,5306.60,6.896,5.893,0.433,9977
770,5313.83,6.896,5.893,0.433,10000
771,5320.88,6.896,5.893,0.433,10000
772,5327.29,6.896,5.893,0.433,9962
773,5334.43,6.896,5.893,0.433,9948
774,5341.10,6.896,5.893,0.433,9941
775,5348.29,6.896,5.893,0.433,9951
776,5354.96,6.896,5.893,0.433,9964
777,5361.69,6.896,5.893,0.433,9991
778,5368.77,6.896,5.893,0.433,10000
779,5375.51,6.896,5.893,0.433,9996
780,5382.63,6.896,5.893,0.433,9950
781,5389.44,6.896,5.893,0.433,9939
782,5396.81,6.896,5.893,0.433,9946
783,5403.14,6.896,5.893,0.433,9959
784,5410.04,6.896,5.893,0.433,9974
785,5417.29,6.896,5.893,0.433,10000
786,5424.43,6.896,5.893,0.433,10000
787,5431.01,6.896,5.893,0.433,9990
788,5437.61,6.896,5.893,0.433,9976
789,5444.64,6.896,5.893,0.433,9971
790,5452.06,6.896,5.893,0.433,9967
791,5458.36,6.896,5.893,0.433,9974
792,5465.52,6.896,5.893,0.433,9984
793,5472.26,6.896,5.893,0.433,10000
794,5479.58,6.896,5.893,0.433,10000
795,5485.96,6.896,5.893,0.433,9991
796,5492.79,6.896,5.893,0.433,9962
797,5500.19,6.896,5.893,0.433,9955
798,5506.61,6.896,5.893,0.433,9964
799,5513.88,6.896,5.893,0.433,9970
800,5520.42,6.896,5.893,0.433,9988
801,5527.77,6.896,5.893,0.433,10000
802,5534.43,6.896,5.893,0.433,10000
803,5541.07,6.896,5.893,0.433,9982
804,5548.47,6.896,5.893,0.433,9977
805,5555.00,6.896,5.893,0.433,9967
806,5561.89,6.896,5.893,0.433,9970
807,5569.02,6.896,5.893,0.433,9976
808,5575.68,6.896,5.893,0.433,9998
809,5582.76,6.896,5.893,0.433,10000
810,5589.38,6.896,5.893,0.433,10000
811,5596.70,6.896,5.893,0.433,9975
812,5603.27,6.896,5.893,0.433,9968
813,5610.12,6.896,5.893,0.433,9968
814,5617.41,6.896,5.893,0.433,9976
815,5623.91,6.896,5.893,0.433,9976
816,5631.48,6.896,5.893,0.433,9999
817,5637.66,6.896,5.893,0.433,10000
818,5644.65,6.896,5.893,0.433,10000
819,5652.07,6.896,5.893,0.433,9983
820,5658.49,6.896,5.893,0.433,9981
821,5665.81,6.896,5.893,0.433,9981
822,5672.35,6.896,5.893,0.433,9974
823,5679.42,6.896,5.893,0.433,9977
824,5686.08,6.896,5.893,0.433,10000
825,5692.86,6.896,5.893,0.433,10000
826,5700.25,6.896,5.893,0.433,9996
827,5706.81,6.896,5.893,0.433,9975
828,5714.20,6.896,5.893,0.433,9973
829,5720.47,6.896,5.893,0.433,9979
830,5727.47,6.896,5.893,0.433,9981
831,5735.40,6.896,5.893,0.433,9977
832,5741.21,6.896,5.893,0.433,10000
833,5748.52,6.896,5.893,0.433,10000
834,5754.96,6.896,7.327,1.500,9989
835,5762.28,6.896,7.327,1.500,9977
836,5769.16,6.896,7.327,1.500,9982
837,5775.74,6.896,7.327,1.500,9965
838,5782.80,6.896,7.327,1.500,9958
839,5789.48,6.896,7.327,1.500,9976
840,5796.68,6.896,7.327,1.500,10000
841,5803.26,6.896,7.327,1.500,10000
842,5810.25,6.896,7.327,1.500,9989
843,5817.38,6.896,7.327,1.500,9980
844,5824.05,6.896,7.327,1.500,9973
845,5831.39,6.896,7.327,1.500,9973
846,5838.35,6.896,7.327,1.500,9966
847,5844.80,6.896,7.327,1.500,9980
848,5852.11,6.896,7.327,1.500,10000
849,5858.65,6.896,7.327,1.500,10000
850,5866.17,6.896,7.327,1.500,9987
851,5872.34,6.896,7.327,1.500,9977
852,5879.62,6.896,7.327,1.500,9978
853,5886.14,6.896,7.327,1.500,9957
854,5893.12,6.896,7.327,1.500,9949
855,5900.45,6.896,7.327,1.500,9970
856,5906.84,6.896,7.327,1.500,9997
857,5914.10,6.896,7.327,1.500,10000
858,5920.67,6.896,7.327,1.500,9982
859,5927.59,6.896,7.327,1.500,9980
860,5935.12,6.896,7.327,1.500,9977
861,5941.80,6.896,7.327,1.500,9965
862,5948.80,6.896,7.327,1.500,9944
863,5955.14,6.896,7.327,1.500,9972
864,5962.06,6.896,7.327,1.500,10000
865,5969.24,6.896,7.327,1.500,9999
866,5976.17,6.896,7.327,1.500,9986
867,5983.36,6.896,7.327,1.500,9992
868,5989.63,6.896,7.327,1.500,9973
869,5996.84,6.896,7.327,1.500,9966
870,6003.64,6.896,7.327,1.500,9969
871,6010.51,6.896,7.327,1.500,9997
872,6017.43,6.896,7.327,1.500,10000
873,6024.13,6.896,7.327,1.500,9995
874,6031.44,6.896,7.327,1.500,9992
875,6038.09,6.896,7.327,1.500,9981
876,6045.19,6.896,7.327,1.500,9979
877,6052.16,6.896,7.327,1.500,9969
878,6058.63,6.896,7.327,1.500,9983
879,6065.73,6.896,7.327,1.500,10000
880,6072.33,6.896,7.327,1.500,10000
881,6079.53,6.896,7.327,1.500,9996
882,6086.26,6.896,7.327,1.500,9983
883,6093.20,6.896,7.327,1.500,9982
884,6100.37,6.896,7.327,1.500,9975
885,6107.09,6.896,7.327,1.500,9954
886,6114.06,6.896,7.327,1.500,9962
887,6120.64,6.896,7.327,1.500,9990
888,6127.64,6.896,7.327,1.500,10000
889,6134.78,6.896,7.327,1.500,9990
890,6141.49,6.896,7.327,1.500,9983
891,6149.13,6.896,7.327,1.500,9976
892,6155.29,6.896,7.327,1.500,9968
893,6162.16,6.896,7.327,1.500,9947
894,6169.33,6.896,7.327,1.500,9970
895,6175.96,6.896,7.327,1.500,9998
896,6183.00,6.896,7.327,1.500,10000
897,6189.91,6.896,7.327,1.500,9981
898,6197.30,6.896,7.327,1.500,9973
899,6204.72,6.896,7.327,1.500,9984
900,6213.83,6.896,7.327,1.500,9968
901,6220.56,6.896,7.327,1.500,9960
902,6228.17,13.792,7.327,1.500,10000
903,6234.53,6.896,7.327,1.500,10000
904,6239.10,6.896,7.327,1.500,9999
905,6246.24,6.896,7.327,1.500,9977
906,6252.37,6.896,7.327,1.500,9981
907,6259.13,6.896,7.327,1.500,9979
908,6265.67,6.896,7.327,1.500,9966
909,6272.82,6.896,7.327,1.500,9956
910,6279.52,6.896,7.327,1.500,9983
911,6286.33,6.896,7.327,1.500,10000
912,6293.47,6.896,7.327,1.500,9997
913,6300.26,6.896,7.327,1.500,9976
914,6307.35,6.896,7.327,1.500,9981
915,6314.12,6.896,7.327,1.500,9971
916,6320.72,6.896,7.327,1.500,9954
917,6327.90,6.896,7.327,1.500,9948
918,6334.66,6.896,7.327,1.500,9975
919,6341.80,6.896,7.327,1.500,10000
920,6348.88,6.896,7.327,1.500,9991
921,6355.46,6.896,7.327,1.500,9977
922,6362.58,6.896,7.327,1.500,9971
923,6369.37,6.896,7.327,1.500,9960
924,6376.60,6.896,7.327,1.500,9945
925,6382.93,6.896,7.327,1.500,9956
926,6390.10,6.896,7.327,1.500,9983
927,6396.64,6.896,7.327,1.500,10000
928,6403.61,6.896,7.327,1.500,9984
929,6410.77,6.896,7.327,1.500,9976
930,6417.44,6.896,7.327,1.500,9968
931,6424.53,6.896,7.327,1.500,9952
932,6431.26,6.896,7.327,1.500,9913
933,6438.17,6.896,7.327,1.500,9931
934,6445.38,6.896,7.327,1.500,9959
935,6452.50,6.896,7.327,1.500,9986
936,6460.57,6.896,7.327,1.500,9979
937,6465.64,6.896,7.327,1.500,9979
938,6473.01,6.896,7.327,1.500,9978
939,6480.14,6.896,7.327,1.500,9955
940,6486.57,6.896,7.327,1.500,9932
941,6493.65,6.896,7.327,1.500,9957
942,6500.20,6.896,7.327,1.500,9984
943,6507.35,6.896,7.327,1.500,10000
944,6514.02,6.896,7.327,1.500,9976
945,6520.88,6.896,7.327,1.500,9979
946,6528.15,6.896,7.327,1.500,9972
947,6534.84,6.896,7.327,1.500,9953
948,6541.89,6.896,7.327,1.500,9933
949,6548.54,6.896,7.327,1.500,9961
950,6556.02,6.896,7.327,1.500,9988
951,6562.86,6.896,7.327,1.500,9996
952,6569.26,6.896,7.327,1.500,9978
953,6576.47,6.896,7.327,1.500,9982
954,6583.12,6.896,7.327,1.500,9967
955,6590.25,6.896,7.327,1.500,9951
956,6596.91,6.896,7.327,1.500,9954
957,6603.75,6.896,7.327,1.500,9981
958,6611.19,6.896,7.327,1.500,10000
959,6617.77,6.896,7.327,1.500,9991
960,6624.83,6.896,7.327,1.500,9972
961,6631.31,6.896,7.327,1.500,9969
962,6638.26,6.896,7.327,1.500,9957
963,6645.78,6.896,7.327,1.500,9931
964,6652.10,6.896,7.327,1.500,9933
965,6659.58,6.896,7.327,1.500,9960
966,6666.00,6.896,7.327,1.500,9988
967,6673.19,6.896,7.327,1.500,9986
968,6679.68,6.896,7.327,1.500,9968
969,6686.60,6.896,7.327,1.500,9971
970,6693.73,6.896,7.327,1.500,9946
971,6700.51,6.896,7.327,1.500,9916
972,6707.54,6.896,7.327,1.500,9927
973,6714.14,6.896,7.327,1.500,9954
974,6721.04,6.896,7.327,1.500,9982
975,6728.35,6.896,7.327,1.500,9983
976,6734.91,6.896,7.327,1.500,9974
977,6741.96,6.896,7.327,1.500,9966
978,6748.67,6.896,7.327,1.500,9949
979,6755.74,6.896,9.166,1.818,9923
980,6763.37,6.896,9.166,1.818,9944
981,6769.50,6.896,9.166,1.818,9972
982,6776.39,6.896,9.166,1.818,9999
983,6783.10,6.896,9.166,1.818,9968
984,6790.26,6.896,9.166,1.818,9963
985,6796.87,6.896,9.166,1.818,9949
986,6803.90,6.896,9.166,1.818,9925
987,6811.04,6.896,9.166,1.818,9912
988,6817.74,6.896,9.166,1.818,9940
989,6824.68,6.896,9.166,1.818,9967
990,6831.57,6.896,9.166,1.818,9994
991,6838.34,6.896,9.166,1.818,9969
992,6845.65,6.896,9.166,1.818,9967
993,6852.20,6.896,9.166,1.818,9968
994,6859.40,6.896,9.166,1.818,9950
995,6866.53,6.896,9.166,1.818,9932
996,6873.10,6.896,9.166,1.818,9960
997,6879.76,6.896,9.166,1.818,9987
998,6886.69,6.896,9.166,1.818,9992
999,6894.16,6.896,9.166,1.818,9959
1000,6900.46,6.896,9.166,1.818,9957
1001,6907.73,6.896,9.166,1.818,9949
1002,6914.28,6.896,9.166,1.818,9928
1003,6921.27,6.896,9.166,1.818,9923
1004,6928.39,6.896,9.166,1.818,9950
1005,6934.90,6.896,9.166,1.818,9978
1006,6942.11,6.896,9.166,1.818,9981
1007,6948.67,6.896,9.166,1.818,9967
1008,6955.56,6.896,9.166,1.818,9952
1009,6962.75,6.896,9.166,1.818,9937
1010,6969.83,6.896,9.166,1.818,9913
1011,6976.71,6.896,9.166,1.818,9923
1012,6983.22,6.896,9.166,1.818,9951
1013,6990.32,6.896,9.166,1.818,9979
1014,6997.08,6.896,9.166,1.818,9973
1015,7004.02,6.896,9.166,1.818,9964
1016,7011.12,6.896,9.166,1.818,9967
1017,7017.72,6.896,9.166,1.818,9948
1018,7024.76,6.896,9.166,1.818,9931
1019,7031.56,6.896,9.166,1.818,9947
1020,7038.41,6.896,9.166,1.818,9975
1021,7045.57,6.896,9.166,1.818,10000
1022,7052.29,6.896,9.166,1.818,9965
1023,7059.46,6.896,9.166,1.818,9963
1024,7066.13,6.896,9.166,1.818,9952
1025,7073.56,6.896,9.166,1.818,9925
1026,7079.82,6.896,9.166,1.818,9912
1027,7086.64,6.896,9.166,1.818,9939
1028,7093.78,6.896,9.166,1.818,9967
1029,7100.64,6.896,9.166,1.818,9992
1030,7107.70,6.896,9.166,1.818,9966
1031,7114.36,6.896,9.166,1.818,9939
1032,7121.24,6.896,9.166,1.818,9925
1033,7128.50,6.896,9.166,1.818,9903
1034,7135.06,6.896,9.166,1.818,9887
1035,7142.20,6.896,9.166,1.818,9915
1036,7148.82,6.896,9.166,1.818,9942
1037,7155.89,6.896,9.166,1.818,9965
1038,7163.16,6.896,9.166,1.818,9950
1039,7169.59,6.896,9.166,1.818,9938
1040,7177.29,6.896,9.166,1.818,9928
1041,7184.62,6.896,9.166,1.818,9916
1042,7190.39,6.896,9.166,1.818,9916
1043,7197.29,6.896,9.166,1.818,9943
1044,7204.15,6.896,9.166,1.818,9971
1045,7211.29,6.896,9.166,1.818,9987
1046,7217.82,6.896,9.166,1.818,9961
1047,7225.10,6.896,9.166,1.818,9949
1048,7231.70,6.896,9.166,1.818,9933
1049,7238.52,6.896,9.166,1.818,9905
1050,7245.60,6.896,9.166,1.818,9907
1051,7252.42,6.896,9.166,1.818,9934
1052,7259.55,6.896,9.166,1.818,9962
1053,7266.20,6.896,9.166,1.818,9969
1054,7273.07,6.896,9.166,1.818,9955
1055,7280.63,6.896,9.166,1.818,9939
1056,7286.87,6.896,9.166,1.818,9923
1057,7294.00,6.896,9.166,1.818,9898
1058,7300.55,6.896,9.166,1.818,9912
1059,7307.84,6.896,9.166,1.818,9940
1060,7314.40,6.896,9.166,1.818,9967
1061,7321.28,6.896,9.166,1.818,9964
1062,7328.60,6.896,9.166,1.818,9948
1063,7335.18,6.896,9.166,1.818,9934
1064,7342.46,6.896,9.166,1.818,9916
1065,7348.86,6.896,9.166,1.818,9901
1066,7356.02,6.896,9.166,1.818,9924
1067,7363.07,6.896,9.166,1.818,9951
1068,7369.66,6.896,9.166,1.818,9979
1069,7376.67,6.896,9.166,1.818,9959
1070,7383.94,6.896,9.166,1.818,9944
1071,7390.62,6.896,9.166,1.818,9931
1072,7397.28,6.896,9.166,1.818,9915
1073,7404.29,6.896,9.166,1.818,9911
1074,7411.31,6.896,9.166,1.818,9939
1075,7417.94,6.896,9.166,1.818,9966
1076,7425.27,6.896,9.166,1.818,9988
1077,7431.74,6.896,9.166,1.818,9961
1078,7438.71,6.896,9.166,1.818,9943
1079,7445.72,6.896,9.166,1.818,9926
1080,7452.41,6.896,9.166,1.818,9913
1081,7460.35,6.896,9.166,1.818,9913
1082,7466.26,6.896,9.166,1.818,9940
1083,7473.13,6.896,9.166,1.818,9968
1084,7480.27,6.896,9.166,1.818,9983
1085,7487.42,6.896,9.166,1.818,9954
1086,7494.01,6.896,9.166,1.818,9940
1087,7500.77,6.896,9.166,1.818,9920
1088,7508.12,6.896,9.166,1.818,9920
1089,7514.46,6.896,9.166,1.818,9938
1090,7521.37,6.896,9.166,1.818,9966
1091,7528.76,6.896,9.166,1.818,9993
1092,7535.29,6.896,9.166,1.818,9978
1093,7542.44,6.896,9.166,1.818,9966
1094,7549.12,6.896,9.166,1.818,9949
1095,7556.05,6.896,9.166,1.818,9936
1096,7563.15,6.896,9.166,1.818,9922
1097,7569.83,6.896,9.166,1.818,9938
1098,7577.00,6.896,9.166,1.818,9966
1099,7583.72,6.896,9.166,1.818,9993
1100,7591.31,6.896,9.166,1.818,9970
1101,7597.48,6.896,9.166,1.818,9942
1102,7604.39,6.896,9.166,1.818,9928
1103,7611.35,6.896,9.166,1.818,9917
1104,7618.12,6.896,9.166,1.818,9919
1105,7625.31,6.896,9.166,1.818,9939
1106,7631.77,6.896,9.166,1.818,9966
1107,7638.71,6.896,9.166,1.818,9994
1108,7646.08,6.896,9.166,1.818,9963
1109,7652.58,6.896,9.166,1.818,9944
1110,7659.71,6.896,9.166,1.818,9927
1111,7666.49,6.896,9.166,1.818,9920
1112,7673.25,6.896,9.166,1.818,9927
1113,7680.40,6.896,9.166,1.818,9954
1114,7687.09,6.896,9.166,1.818,9982
1115,7694.52,6.896,9.166,1.818,9997
1116,7700.77,6.896,9.166,1.818,9953
1117,7708.24,6.896,9.166,1.818,9942
1118,7714.64,6.896,9.166,1.818,9925
1119,7721.60,6.896,9.166,1.818,9922
1120,7728.75,6.896,9.166,1.818,9925
1121,7735.30,6.896,9.166,1.818,9953
1122,7742.56,6.896,9.166,1.818,9981
1123,7749.17,6.896,9.166,1.818,9986
1124,7756.11,6.896,7.490,0.590,9951
1125,7763.25,6.896,7.490,0.590,9931
1126,7769.92,6.896,7.490,0.590,9933
1127,7776.81,6.896,7.490,0.590,9937
1128,7783.67,6.896,7.490,0.590,9947
1129,7790.89,6.896,7.490,0.590,9975
1130,7797.81,6.896,7.490,0.590,10000
1131,7804.49,6.896,7.490,0.590,9981
1132,7811.46,6.896,7.490,0.590,9953
1133,7818.21,6.896,7.490,0.590,9935
1134,7825.36,6.896,7.490,0.590,9936
1135,7832.14,6.896,7.490,0.590,9933
1136,7838.83,6.896,7.490,0.590,9952
1137,7846.12,6.896,7.490,0.590,9980
1138,7852.77,6.896,7.490,0.590,10000
1139,7859.83,6.896,7.490,0.590,9966
1140,7866.60,6.896,7.490,0.590,9949
1141,7873.34,6.896,7.490,0.590,9935
1142,7880.56,6.896,7.490,0.590,9932
1143,7887.22,6.896,7.490,0.590,9944
1144,7894.38,6.896,7.490,0.590,9967
1145,7901.38,6.896,7.490,0.590,9995
1146,7908.08,6.896,7.490,0.590,10000
1147,7914.66,6.896,7.490,0.590,9964
1148,7921.69,6.896,7.490,0.590,9953
1149,7928.66,6.896,7.490,0.590,9929
1150,7935.48,6.896,7.490,0.590,9930
1151,7942.62,6.896,7.490,0.590,9933
1152,7949.29,6.896,7.490,0.590,9960
1153,7956.15,6.896,7.490,0.590,9988
1154,7963.28,6.896,7.490,0.590,9997
1155,7970.00,6.896,7.490,0.590,9950
1156,7977.12,6.896,7.490,0.590,9940
1157,7983.70,6.896,7.490,0.590,9921
1158,7991.17,6.896,7.490,0.590,9922
1159,7997.64,6.896,7.490,0.590,9928
1160,8004.90,6.896,7.490,0.590,9956
1161,8011.61,6.896,7.490,0.590,9984
1162,8018.36,6.896,7.490,0.590,9988
1163,8025.33,6.896,7.490,0.590,9950
1164,8032.21,6.896,7.490,0.590,9937
1165,8039.26,6.896,7.490,0.590,9929
1166,8046.14,6.896,7.490,0.590,9937
1167,8052.71,6.896,7.490,0.590,9952
1168,8060.17,6.896,7.490,0.590,9980
1169,8066.55,6.896,7.490,0.590,10000
1170,8073.36,6.896,7.490,0.590,9986
1171,8080.73,6.896,7.490,0.590,9966
1172,8087.32,6.896,7.490,0.590,9946
1173,8094.63,6.896,7.490,0.590,9936
1174,8101.09,6.896,7.490,0.590,9947
1175,8108.73,6.896,7.490,0.590,9958
1176,8114.88,6.896,7.490,0.590,9986
1177,8121.74,6.896,7.490,0.590,10000
1178,8128.77,6.896,7.490,0.590,9979
1179,8135.57,6.896,7.490,0.590,9953
1180,8142.74,6.896,7.490,0.590,9934
1181,8149.40,6.896,7.490,0.590,9937
1182,8156.35,6.896,7.490,0.590,9938
1183,8163.52,6.896,7.490,0.590,9963
1184,8169.96,6.896,7.490,0.590,9991
1185,8177.27,6.896,7.490,0.590,10000
1186,8183.78,6.896,7.490,0.590,9965
1187,8190.85,6.896,7.490,0.590,9943
1188,8197.70,6.896,7.490,0.590,9935
1189,8204.58,6.896,7.490,0.590,9943
1190,8212.34,6.896,7.490,0.590,9946
1191,8218.39,6.896,7.490,0.590,9971
1192,8225.58,6.896,7.490,0.590,9999
1193,8232.15,6.896,7.490,0.590,10000
1194,8239.08,6.896,7.490,0.590,9950
1195,8246.18,6.896,7.490,0.590,9936
1196,8252.83,6.896,7.490,0.590,9930
1197,8260.09,6.896,7.490,0.590,9931
1198,8266.65,6.896,7.490,0.590,9941
1199,8273.55,6.896,7.490,0.590,9968
1200,8280.67,6.896,7.490,0.590,9996
1201,8287.30,6.896,7.490,0.590,9996
1202,8294.44,6.896,7.490,0.590,9968
1203,8301.21,6.896,7.490,0.590,9960
1204,8308.50,6.896,7.490,0.590,9952
1205,8315.33,6.896,7.490,0.590,9960
1206,8321.94,6.896,7.490,0.590,9970
1207,8328.91,6.896,7.490,0.590,9997
1208,8335.63,6.896,7.490,0.590,10000
1209,8342.87,6.896,7.490,0.590,9986
1210,8349.51,6.896,7.490,0.590,9956
1211,8356.46,6.896,7.490,0.590,9953
1212,8363.60,6.896,7.490,0.590,9951
1213,8370.21,6.896,7.490,0.590,9945
1214,8377.38,6.896,7.490,0.590,9967
1215,8384.09,6.896,7.490,0.590,9994
1216,8391.10,6.896,7.490,0.590,10000
1217,8397.66,6.896,7.490,0.590,9980
1218,8404.80,6.896,7.490,0.590,9962
1219,8411.90,6.896,7.490,0.590,9955
1220,8418.82,6.896,7.490,0.590,9953
1221,8425.74,6.896,7.490,0.590,9964
1222,8432.33,6.896,7.490,0.590,9987
1223,8439.21,6.896,7.490,0.590,10000
1224,8446.25,6.896,7.490,0.590,10000
1225,8452.81,6.896,7.490,0.590,9967
1226,8459.93,6.896,7.490,0.590,9954
1227,8466.72,6.896,7.490,0.590,9939
1228,8474.03,6.896,7.490,0.590,9940
1229,8480.80,6.896,7.490,0.590,9946
1230,8487.41,6.896,7.490,0.590,9971
1231,8494.57,6.896,7.490,0.590,9999
1232,8501.27,6.896,7.490,0.590,10000
1233,8508.54,6.896,7.490,0.590,9963
1234,8515.08,6.896,7.490,0.590,9960
1235,8522.49,6.896,7.490,0.590,9952
1236,8529.06,6.896,7.490,0.590,9956
1237,8535.93,6.896,7.490,0.590,9967
1238,8543.09,6.896,7.490,0.590,9994
1239,8549.62,6.896,7.490,0.590,10000
1240,8556.50,6.896,7.490,0.590,9995
1241,8563.68,6.896,7.490,0.590,9964
1242,8570.25,6.896,7.490,0.590,9951
1243,8577.40,6.896,7.490,0.590,9944
1244,8584.13,6.896,7.490,0.590,9955
1245,8591.17,6.896,7.490,0.590,9956
1246,8597.92,6.896,7.490,0.590,9983
1247,8604.71,6.896,7.490,0.590,10000
1248,8611.92,6.896,7.490,0.590,9991
1249,8618.55,6.896,7.490,0.590,9977
1250,8626.21,6.896,7.490,0.590,9965
1251,8632.44,6.896,7.490,0.590,9970
1252,8639.30,6.896,7.490,0.590,9979
1253,8646.46,6.896,7.490,0.590,9988
1254,8653.07,6.896,7.490,0.590,10000
1255,8660.18,6.896,7.490,0.590,10000
1256,8666.83,6.896,7.490,0.590,9986
1257,8673.77,6.896,7.490,0.590,9975
1258,8681.16,6.896,7.490,0.590,9967
1259,8687.89,6.896,7.490,0.590,9963
1260,8696.27,6.896,7.490,0.590,9959
