frame,t_ms,frame_ms,process_ms,physics_ms,live_swarm
1261,8701.46,6.896,7.490,0.590,9971
1262,8708.59,6.896,7.490,0.590,9999
1263,8715.15,6.896,7.490,0.590,10000
1264,8722.01,6.896,7.490,0.590,9981
1265,8729.56,6.896,7.490,0.590,9956
1266,8735.86,6.896,7.490,0.590,9962
1267,8742.92,6.896,7.490,0.590,9969
1268,8749.62,6.896,7.490,0.590,9974
1269,8756.61,6.896,8.397,0.397,9995
1270,8763.62,6.896,8.397,0.397,10000
1271,8770.37,6.896,8.397,0.397,10000
1272,8777.57,6.896,8.397,0.397,9961
1273,8784.19,6.896,8.397,0.397,9960
1274,8791.30,6.896,8.397,0.397,9959
1275,8798.00,6.896,8.397,0.397,9962
1276,8804.83,6.896,8.397,0.397,9964
1277,8812.19,6.896,8.397,0.397,9992
1278,8818.67,6.896,8.397,0.397,10000
1279,8825.62,6.896,8.397,0.397,9998
1280,8832.82,6.896,8.397,0.397,9965
1281,8839.35,6.896,8.397,0.397,9964
1282,8846.45,6.896,8.397,0.397,9961
1283,8853.29,6.896,8.397,0.397,9962
1284,8860.39,6.896,8.397,0.397,9971
1285,8866.94,6.896,8.397,0.397,9998
1286,8873.92,6.896,8.397,0.397,10000
1287,8881.10,6.896,8.397,0.397,9993
1288,8887.77,6.896,8.397,0.397,9973
1289,8894.81,6.896,8.397,0.397,9959
1290,8901.56,6.896,8.397,0.397,9953
1291,8908.69,6.896,8.397,0.397,9951
1292,8915.25,6.896,8.397,0.397,9965
1293,8922.12,6.896,8.397,0.397,9992
1294,8929.34,6.896,8.397,0.397,10000
1295,8936.26,6.896,8.397,0.397,9994
1296,8943.03,6.896,8.397,0.397,9979
1297,8949.77,6.896,8.397,0.397,9974
1298,8956.81,6.896,8.397,0.397,9970
1299,8963.95,6.896,8.397,0.397,9964
1300,8970.45,6.896,8.397,0.397,9981
1301,8977.94,6.896,8.397,0.397,10000
1302,8984.23,6.896,8.397,0.397,10000
1303,8991.30,6.896,8.397,0.397,9987
1304,8998.06,6.896,8.397,0.397,9969
1305,9005.00,6.896,8.397,0.397,9968
1306,9012.28,6.896,8.397,0.397,9975
1307,9018.68,6.896,8.397,0.397,9969
1308,9026.05,6.896,8.397,0.397,9986
1309,9032.48,6.896,8.397,0.397,10000
1310,9039.86,6.896,8.397,0.397,10000
1311,9046.39,6.896,8.397,0.397,9974
1312,9053.39,6.896,8.397,0.397,9961
1313,9060.34,6.896,8.397,0.397,9969
1314,9067.01,6.896,8.397,0.397,9970
1315,9074.06,6.896,8.397,0.397,9967
1316,9081.00,6.896,8.397,0.397,9995
1317,9087.86,6.896,8.397,0.397,10000
1318,9094.93,6.896,8.397,0.397,10000
1319,9101.59,6.896,8.397,0.397,9977
1320,9108.59,6.896,8.397,0.397,9979
1321,9115.41,6.896,8.397,0.397,9976
1322,9122.32,6.896,8.397,0.397,9969
1323,9129.47,6.896,8.397,0.397,9962
1324,9136.01,6.896,8.397,0.397,9989
1325,9143.66,6.896,8.397,0.397,10000
1326,9149.79,6.896,8.397,0.397,9995
1327,9156.75,6.896,8.397,0.397,9990
1328,9163.90,6.896,8.397,0.397,9975
1329,9170.53,6.896,8.397,0.397,9964
1330,9177.72,6.896,8.397,0.397,9962
1331,9184.35,6.896,8.397,0.397,9968
1332,9191.53,6.896,8.397,0.397,9995
1333,9198.26,6.896,8.397,0.397,10000
1334,9205.02,6.896,8.397,0.397,9989
1335,9212.39,6.896,8.397,0.397,9970
1336,9218.84,6.896,8.397,0.397,9976
1337,9226.04,6.896,8.397,0.397,9971
1338,9232.56,6.896,8.397,0.397,9964
1339,9239.62,6.896,8.397,0.397,9971
1340,9247.07,6.896,8.397,0.397,9998
1341,9253.40,6.896,8.397,0.397,10000
1342,9260.48,6.896,8.397,0.397,9983
1343,9267.23,6.896,8.397,0.397,9969
1344,9273.99,6.896,8.397,0.397,9973
1345,9281.07,6.896,8.397,0.397,9969
1346,9288.00,6.896,8.397,0.397,9949
1347,9294.96,6.896,8.397,0.397,9967
1348,9301.72,6.896,8.397,0.397,9994
1349,9308.68,6.896,8.397,0.397,10000
1350,9315.44,6.896,8.397,0.397,9983
1351,9322.44,6.896,8.397,0.397,9975
1352,9329.72,6.896,8.397,0.397,9978
1353,9336.33,6.896,8.397,0.397,9967
1354,9344.45,6.896,8.397,0.397,9964
1355,9354.39,6.896,8.397,0.397,9988
1356,9364.20,6.896,8.397,0.397,10000
1357,9368.03,6.896,8.397,0.397,10000
1358,9372.25,6.896,8.397,0.397,9973
1359,9378.08,6.896,8.397,0.397,9967
1360,9384.79,6.896,8.397,0.397,9970
1361,9392.16,6.896,8.397,0.397,9961
1362,9398.69,6.896,8.397,0.397,9961
1363,9405.53,6.896,8.397,0.397,9988
1364,9412.59,6.896,8.397,0.397,10000
1365,9419.19,6.896,8.397,0.397,9997
1366,9426.29,6.896,8.397,0.397,9971
1367,9433.26,6.896,8.397,0.397,9977
1368,9440.02,6.896,8.397,0.397,9967
1369,9447.18,6.896,8.397,0.397,9954
1370,9454.52,6.896,8.397,0.397,9956
1371,9461.18,6.896,8.397,0.397,9984
1372,9467.62,6.896,8.397,0.397,10000
1373,9474.57,6.896,8.397,0.397,9995
1374,9481.77,6.896,8.397,0.397,9974
1375,9488.35,6.896,8.397,0.397,9980
1376,9495.70,6.896,8.397,0.397,9970
1377,9502.11,6.896,8.397,0.397,9964
1378,9509.74,6.896,8.397,0.397,9966
1379,9515.88,6.896,8.397,0.397,9994
1380,9522.72,6.896,8.397,0.397,10000
1381,9529.92,6.896,8.397,0.397,9993
1382,9536.53,6.896,8.397,0.397,9987
1383,9543.78,6.896,8.397,0.397,9973
1384,9550.37,6.896,8.397,0.397,9961
1385,9557.65,6.896,8.397,0.397,9955
1386,9564.55,6.896,8.397,0.397,9967
1387,9571.17,6.896,8.397,0.397,9995
1388,9578.31,6.896,8.397,0.397,10000
1389,9584.87,6.896,8.397,0.397,9982
1390,9592.12,6.896,8.397,0.397,9977
1391,9598.71,6.896,8.397,0.397,9967
1392,9605.71,6.896,8.397,0.397,9952
1393,9612.64,6.896,8.397,0.397,9939
1394,9619.69,6.896,8.397,0.397,9955
1395,9626.63,6.896,8.397,0.397,9983
1396,9633.29,6.896,8.397,0.397,10000
1397,9640.02,6.896,8.397,0.397,9977
1398,9647.35,6.896,8.397,0.397,9976
1399,9653.96,6.896,8.397,0.397,9970
1400,9661.46,6.896,8.397,0.397,9955
1401,9667.64,6.896,8.397,0.397,9936
1402,9674.65,6.896,8.397,0.397,9963
1403,9681.71,6.896,8.397,0.397,9991
1404,9688.43,6.896,8.397,0.397,9998
1405,9695.55,6.896,8.397,0.397,9976
1406,9702.27,6.896,8.397,0.397,9979
1407,9709.27,6.896,8.397,0.397,9966
1408,9716.06,6.896,8.397,0.397,9958
1409,9722.92,6.896,8.397,0.397,9953
1410,9730.03,6.896,8.397,0.397,9981
1411,9736.77,6.896,8.397,0.397,10000
1412,9743.87,6.896,8.397,0.397,9991
1413,9750.45,6.896,8.397,0.397,9977
1414,9757.48,6.896,10.319,0.441,9978
1415,9764.89,6.896,10.319,0.441,9966
1416,9771.25,6.896,10.319,0.441,9956
1417,9778.34,6.896,10.319,0.441,9955
1418,9784.94,6.896,10.319,0.441,9982
1419,9792.31,6.896,10.319,0.441,10000
1420,9798.67,6.896,10.319,0.441,9986
1421,9805.67,6.896,10.319,0.441,9975
1422,9812.76,6.896,10.319,0.441,9973
1423,9819.43,6.896,10.319,0.441,9964
1424,9826.60,6.896,10.319,0.441,9946
1425,9833.40,6.896,10.319,0.441,9957
1426,9840.32,6.896,10.319,0.441,9984
1427,9847.34,6.896,10.319,0.441,10000
1428,9854.03,6.896,10.319,0.441,9983
1429,9861.16,6.896,10.319,0.441,9981
1430,9868.22,6.896,10.319,0.441,9968
1431,9874.79,6.896,10.319,0.441,9965
1432,9881.84,6.896,10.319,0.441,9942
1433,9888.52,6.896,10.319,0.441,9955
1434,9895.87,6.896,10.319,0.441,9982
1435,9902.27,6.896,10.319,0.441,10000
1436,9909.39,6.896,10.319,0.441,9975
1437,9916.20,6.896,10.319,0.441,9969
1438,9923.07,6.896,10.319,0.441,9960
1439,9930.21,6.896,10.319,0.441,9946
1440,9936.87,6.896,10.319,0.441,9935
1441,9943.93,6.896,10.319,0.441,9955
1442,9950.64,6.896,10.319,0.441,9982
1443,9957.46,6.896,10.319,0.441,10000
1444,9964.65,6.896,10.319,0.441,9972
1445,9971.71,6.896,10.319,0.441,9972
1446,9978.55,6.896,10.319,0.441,9973
1447,9985.06,6.896,10.319,0.441,9956
1448,9992.34,6.896,10.319,0.441,9938
1449,9998.93,6.896,10.319,0.441,9966
